model,dataset,question_id,question,sql_time_s,nlp_time_s,total_time_s,gpu_energy_j,total_energy_j,avg_power_w,carbon_gco2eq,generated_at
phi3.5:3.8b,finance_economics,question_5,"The date, stock index on which stock index reached the highest Daily High",0.0327,10.7696,10.8023,0.0,102.539,9.49,11.3932,2025-11-26 22:54:04
phi3.5:3.8b,finance_economics,question_6,"The date, gold price, crude oil price and gdp growth where unemployment rate reached the highest",0.0439,20.6728,20.7167,0.0,218.8753,10.57,24.3194,2025-11-26 22:54:25
phi3.5:3.8b,finance_economics,question_7,"The date, forex US/EUR, US/JPY where gdp growth is negative",0.0531,10.5699,10.623,0.0,105.9564,9.97,11.773,2025-11-26 22:54:36
phi3.5:3.8b,finance_economics,question_8,The date where trading volumne is the largest,0.0301,8.3851,8.4152,0.0,76.2702,9.06,8.4745,2025-11-26 22:54:45
phi3.5:3.8b,finance_economics,question_9,"The date, consumer confidence index, consumer spending where the bankruptcy rate is highest",0.0284,27.2588,27.2872,0.0,260.8665,9.56,28.9852,2025-11-26 22:55:12
phi3.5:3.8b,global_development,question_1,What is the digital readiness score of South Asia in 2020?,0.0533,4.4991,4.5524,0.0,41.2027,9.05,4.578,2025-11-26 22:55:17
phi3.5:3.8b,global_development,question_10,What is the unemployment rate of US in 2020?,0.0338,3.495,3.5288,0.0,34.7903,9.86,3.8656,2025-11-26 22:55:21
phi3.5:3.8b,global_development,question_11,To what extent has the world's GDP per capita grown between 2000 and 2020?,0.0323,25.0491,25.0814,0.0,236.8112,9.44,26.3124,2025-11-26 22:55:46
phi3.5:3.8b,global_development,question_12,What is the average economic opportunity index of low and indebt countries?,0.0479,12.1584,12.2063,0.0,111.9361,9.17,12.4374,2025-11-26 22:55:59
phi3.5:3.8b,global_development,question_13,How many countries has the gdp per capita lower than the world in 2019?,0.0467,2.7662,2.8129,0.0,28.1847,10.02,3.1316,2025-11-26 22:56:02
phi3.5:3.8b,global_development,question_14,Which country has the highest health expenditure per capita in 2020?,0.0334,6.7546,6.788,0.0,60.6838,8.94,6.7427,2025-11-26 22:56:09
phi3.5:3.8b,global_development,question_15,How many countries are in lower middle income group as in 2020?,0.0289,3.8816,3.9105,0.0,40.7827,10.43,4.5314,2025-11-26 22:56:13
phi3.5:3.8b,global_development,question_16,What is the average digital readiness score of high income countries in 2019?,0.0298,12.3476,12.3774,0.0,124.8426,10.09,13.8714,2025-11-26 22:56:25
phi3.5:3.8b,global_development,question_17,Which country has the lowest global resilience score?,0.038,10.0829,10.1209,0.0,102.5638,10.13,11.396,2025-11-26 22:56:36
phi3.5:3.8b,global_development,question_18,What is the highest energy per capita score in 2020? In which country,0.0322,12.073,12.1052,0.0,119.1286,9.84,13.2366,2025-11-26 22:56:48
phi3.5:3.8b,global_development,question_19,What country has the longest period of deflation? Deflation is known as when the inflation is negative,0.034,19.3689,19.4029,0.0,223.7784,11.53,24.8643,2025-11-26 22:57:08
phi3.5:3.8b,global_development,question_2,Country with the highest global development resilience score in 2020,0.0575,17.8976,17.9551,0.0,194.2074,10.82,21.5786,2025-11-26 22:57:26
phi3.5:3.8b,global_development,question_20,Which country has the highest gdp per capita among lower middle income group?,0.0573,14.4061,14.4634,0.0,152.215,10.52,16.9128,2025-11-26 22:57:40
phi3.5:3.8b,global_development,question_21,Number of countries have higher economic opportunity than the world,0.0336,10.6688,10.7024,0.0,110.9597,10.37,12.3289,2025-11-26 22:57:51
phi3.5:3.8b,global_development,question_22,"Looking at the green transition score of all the countries and regions over the years, what is the common patterns?",0.0387,21.7051,21.7438,0.0,224.5165,10.33,24.9463,2025-11-26 22:58:13
phi3.5:3.8b,global_development,question_23,Explain for me the correlations of human development index and gdp per capita,0.0501,24.4587,24.5088,0.0,248.1856,10.13,27.5762,2025-11-26 22:58:38
phi3.5:3.8b,global_development,question_24,Evaluate the differences in digital readiness of South Asia compared to Europe region,0.0517,26.2503,26.302,0.0,258.9081,9.84,28.7676,2025-11-26 22:59:04
phi3.5:3.8b,global_development,question_25,Is there any correlation between governance quality and digital readiness score of South Asia?,0.0578,2.8462,2.904,0.0,30.4913,10.5,3.3879,2025-11-26 22:59:08
phi3.5:3.8b,global_development,question_26,Does the school enrolment in secondary affect the HDI in South Asia?,0.0309,36.8419,36.8728,0.0,389.3848,10.56,43.265,2025-11-26 22:59:45
phi3.5:3.8b,global_development,question_27,What is the relationship of the FDI percentage of gdp and economic grow in middle and low income group?,0.0635,17.1375,17.201,0.0,174.2382,10.13,19.3598,2025-11-26 23:00:02
phi3.5:3.8b,global_development,question_28,"Compare the economic opportunity index of high income, middlie income groups and the world",0.0525,15.642,15.6945,0.0,160.1576,10.2,17.7953,2025-11-26 23:00:18
phi3.5:3.8b,global_development,question_29,Is the weather vulnerability related to the child mortality in high income country?,0.042,18.7352,18.7772,0.0,201.3403,10.72,22.3712,2025-11-26 23:00:37
phi3.5:3.8b,global_development,question_3,What is the human development index score of Vietnam in 2019?,0.0496,21.7478,21.7974,0.0,267.739,12.28,29.7488,2025-11-26 23:00:59
phi3.5:3.8b,global_development,question_30,Do countries with high weather vulnerability score have higher green transition scores? Explain for me the implication,0.0609,28.5797,28.6406,0.0,365.2543,12.75,40.5838,2025-11-26 23:01:28
phi3.5:3.8b,global_development,question_31,What is the relationship between unemployment rate and inflation of US through years?,0.0585,24.0849,24.1434,0.0,237.2015,9.82,26.3557,2025-11-26 23:01:52
phi3.5:3.8b,global_development,question_4,What is the inflation rate of Vietnam in 2009?,0.0495,12.4848,12.5343,0.0,129.2812,10.31,14.3645,2025-11-26 23:02:05
phi3.5:3.8b,global_development,question_5,What is the unemployment rate of Europe region in 2008?,0.0314,8.1686,8.2,0.0,92.9265,11.33,10.3252,2025-11-26 23:02:13
phi3.5:3.8b,global_development,question_6,What is the life expectancy of Japan in 2020?,0.0336,9.7739,9.8075,0.0,100.0695,10.2,11.1188,2025-11-26 23:02:23
phi3.5:3.8b,global_development,question_7,What is the economic opportunity index of indebt countries group in 2020?,0.0344,14.0448,14.0792,0.0,126.2784,8.97,14.031,2025-11-26 23:02:38
phi3.5:3.8b,global_development,question_8,What is the gpd per capita of OECD group in 2019?,0.0411,18.8063,18.8474,0.0,274.9981,14.59,30.5554,2025-11-26 23:02:57
phi3.5:3.8b,global_development,question_9,What is the green transition score of lower middle income group in 2020?,0.0604,13.0905,13.1509,0.0,133.4946,10.15,14.8327,2025-11-26 23:03:10
phi3.5:3.8b,happiness_record,question_1,What is the positive affect of US in 2008?,0.0428,94.013,94.0558,0.0,1335.4833,14.2,148.3871,2025-11-26 23:04:44
phi3.5:3.8b,happiness_record,question_10,What is the Confidence In National Government of Singapore in 2022?,0.1229,26.722,26.8449,0.0,329.6574,12.28,36.6286,2025-11-26 23:05:11
phi3.5:3.8b,happiness_record,question_11,What is the average positive affect of all countries in 2008?,0.0492,37.0276,37.0768,0.0,415.3611,11.2,46.1512,2025-11-26 23:05:49
phi3.5:3.8b,happiness_record,question_12,What is the average life ladder of Asia countries in 2022?,0.1424,33.9384,34.0808,0.0,453.4465,13.31,50.383,2025-11-26 23:06:23
phi3.5:3.8b,happiness_record,question_13,Which country has the highest average long gdp per capita through years?,0.1189,19.1542,19.2731,0.0,197.5224,10.25,21.9469,2025-11-26 23:06:42
phi3.5:3.8b,happiness_record,question_14,Which country has the lowest average social support score over years?,0.0489,48.5632,48.6121,0.0,474.5566,9.76,52.7285,2025-11-26 23:07:31
phi3.5:3.8b,happiness_record,question_15,What is the average Healthy Life Expectancy At Birth of the world after 2020? ,0.0578,40.0751,40.1329,0.0,358.0986,8.92,39.7887,2025-11-26 23:08:12
phi3.5:3.8b,happiness_record,question_16,Which country has the highest freedom to make choices index? What region is it from? ,0.0497,25.722,25.7717,0.0,247.5451,9.61,27.505,2025-11-26 23:08:38
phi3.5:3.8b,happiness_record,question_17,How many countries have higher average generiosity over years compared to the world' average?,0.0526,21.4881,21.5407,0.0,206.7987,9.6,22.9776,2025-11-26 23:08:59
phi3.5:3.8b,happiness_record,question_18,Which region has the highest average perceptions of corruption?,0.0472,21.724,21.7712,0.0,189.8934,8.72,21.0993,2025-11-26 23:09:21
phi3.5:3.8b,happiness_record,question_19,Which country has the highest average negative affect in 2022? ,0.0568,27.699,27.7558,0.0,242.1897,8.73,26.9099,2025-11-26 23:09:49
phi3.5:3.8b,happiness_record,question_2,What is the life ladder of Vietnam in 2022?,0.066,44.9549,45.0209,0.0,540.6757,12.01,60.0751,2025-11-26 23:10:34
phi3.5:3.8b,happiness_record,question_20,What is the average Confidence In National Government score of Vietnam over years?,0.0497,13.9502,13.9999,0.0,122.9666,8.78,13.663,2025-11-26 23:10:49
phi3.5:3.8b,happiness_record,question_21,What are the countries having confidence in national goverment higher than world average in 2022?,0.0285,9.4585,9.487,0.0,72.9317,7.69,8.1035,2025-11-26 23:10:58
phi3.5:3.8b,happiness_record,question_22,Interpret for me the current trend in positive affect of the world from 2008 to 2022?,0.0311,76.1954,76.2265,0.0,731.7695,9.6,81.3077,2025-11-26 23:12:15
phi3.5:3.8b,happiness_record,question_23,Comparing the life ladder of Asia and Europe to tell me which region is worth to live?,0.0542,40.9275,40.9817,0.0,493.1723,12.03,54.7969,2025-11-26 23:12:56
phi3.5:3.8b,happiness_record,question_24,Are countries with higher long gdp per capita likely to have higher positive effect over years? Comparing the data to evaluate ,0.0622,66.5531,66.6153,0.0,608.6263,9.14,67.6252,2025-11-26 23:14:03
phi3.5:3.8b,happiness_record,question_25,Does lack of social support lead to higher negative affect over years? ,0.0537,20.2712,20.3249,0.0,182.3029,8.97,20.2559,2025-11-26 23:14:23
phi3.5:3.8b,happiness_record,question_26,"Analyze the trend of Healthy Life Expectancy At Birth by region (Asia, Europe, North America)",0.0548,65.5024,65.5572,0.0,726.3284,11.08,80.7032,2025-11-26 23:15:29
phi3.5:3.8b,happiness_record,question_27,Evaluate for me the relationship between freedom to make choices and positive affect of Asia and North America countries. Explain the reasons.,0.0595,42.5054,42.5649,0.0,441.0798,10.36,49.0089,2025-11-26 23:16:12
phi3.5:3.8b,happiness_record,question_28,What is the current movement of generiosity of Asian countries over years? Explain the reasons.,0.0587,46.7252,46.7839,0.0,468.0878,10.01,52.0097,2025-11-26 23:16:59
phi3.5:3.8b,happiness_record,question_29,What is the relationship of percptions of corruption and confidence in national government?,0.0673,43.6047,43.672,0.0,557.4028,12.76,61.9336,2025-11-26 23:17:43
phi3.5:3.8b,happiness_record,question_3,What is the long GDP per capita of China in 2009?,0.0543,37.0764,37.1307,0.0,577.5119,15.55,64.1679,2025-11-26 23:18:20
phi3.5:3.8b,happiness_record,question_30,Do high long gdp per capita countries have higher negative affects? Explain the results.,0.0689,64.16,64.2289,0.0,940.4287,14.64,104.4921,2025-11-26 23:19:25
phi3.5:3.8b,happiness_record,question_31,How differences in Confidence In National Government score comparing all the regions? Evaluate the importance of governance trust on positive affects.,0.1453,81.4681,81.6134,0.0,1267.4648,15.53,140.8294,2025-11-26 23:20:46
phi3.5:3.8b,happiness_record,question_4,What is the social support index of Germany in 2008?,0.1331,58.3303,58.4634,0.0,877.788,15.01,97.532,2025-11-26 23:21:45
phi3.5:3.8b,happiness_record,question_5,What is the Healthy Life Expectancy At Birth of Japan in 2020?,0.0954,19.5072,19.6026,0.0,344.3411,17.57,38.2602,2025-11-26 23:22:05
phi3.5:3.8b,happiness_record,question_6,What is the Freedom To Make Life Choices of Vietnam in 2018?,0.1352,25.5483,25.6835,0.0,196.7857,7.66,21.865,2025-11-26 23:22:31
phi3.5:3.8b,happiness_record,question_7,What is the generiosity score of Singapore in 2022?,0.0483,28.1344,28.1827,0.0,239.0698,8.48,26.5633,2025-11-26 23:22:59
phi3.5:3.8b,happiness_record,question_8,What is the Perceptions Of Corruption of Ecuador in 2008?,0.0518,24.5886,24.6404,0.0,190.255,7.72,21.1394,2025-11-26 23:23:24
phi3.5:3.8b,happiness_record,question_9,What is the negative affect of Japan in 2022?,0.054,674.1669,674.2209,0.0,6122.5144,9.08,680.2794,2025-11-26 23:34:39
phi4-mini:3.8b,country_income,question_1,What is the gini recalculated of Vietnam in 2015?,0.0683,10.5144,10.5827,0.0,115.1102,10.88,12.79,2025-11-26 23:34:49
phi4-mini:3.8b,country_income,question_10,What is the net income of each category of Vietnam in 2015?,0.058,31.6557,31.7137,0.0,393.1436,12.4,43.6826,2025-11-26 23:35:21
phi4-mini:3.8b,country_income,question_11,What is the average of gini recalcuated score of Vietnam by year?,0.0643,24.499,24.5633,0.0,240.7433,9.8,26.7493,2025-11-26 23:35:46
phi4-mini:3.8b,country_income,question_12,Top 5 country that have highest gini recalulated in 2015,0.0641,70.4382,70.5023,0.0,814.8066,11.56,90.5341,2025-11-26 23:36:57
phi4-mini:3.8b,country_income,question_13,Top 5 country of which d1 category has highest net income in 2015,0.1038,44.3946,44.4984,0.0,471.5836,10.6,52.3981,2025-11-26 23:37:41
phi4-mini:3.8b,country_income,question_14,How many countries have gini recalculated lower than the world average in 2015?,0.065,40.6297,40.6947,0.0,402.2689,9.89,44.6966,2025-11-26 23:38:22
phi4-mini:3.8b,country_income,question_15,What is the average of d10 net income of Vietnam over years?,0.0617,18.7714,18.8331,0.0,164.4213,8.73,18.2691,2025-11-26 23:38:41
phi4-mini:3.8b,country_income,question_16,What is the total net income of d5 to d9 groups of Vietnam in 2015?,0.084,19.6389,19.7229,0.0,219.1302,11.11,24.3478,2025-11-26 23:39:01
phi4-mini:3.8b,country_income,question_17,What is the average gini recalculated score of top 5 countries having highest population in 2015?,0.0718,23.7757,23.8475,0.0,207.5899,8.7,23.0655,2025-11-26 23:39:25
phi4-mini:3.8b,country_income,question_18,Calculate the average gini of countries by region ID in 2015,0.0761,25.4382,25.5143,0.0,250.0892,9.8,27.7877,2025-11-26 23:39:51
phi4-mini:3.8b,country_income,question_19,What is the growth rate of gini recalculated of Vietnam for each year?,0.0647,38.3127,38.3774,0.0,300.9228,7.84,33.4358,2025-11-26 23:40:30
phi4-mini:3.8b,country_income,question_2,What is the net income of d10 category of US in 2015?,0.0615,14.3477,14.4092,0.0,127.4752,8.85,14.1639,2025-11-26 23:40:44
phi4-mini:3.8b,country_income,question_20,The average gini recalculated of the world in 2015,0.0484,14.1208,14.1692,0.0,113.0964,7.98,12.5662,2025-11-26 23:40:59
phi4-mini:3.8b,country_income,question_21,What is the ratio of net income of d10 to d1 group of Singapore in 2015?,0.0327,27.9326,27.9653,0.0,203.6615,7.28,22.629,2025-11-26 23:41:27
phi4-mini:3.8b,country_income,question_22,Vietnam released economic reformation policy named 'Doi Moi' from 1986 to 2000. Evaluate the effectiveness of the policy based on the gini score trend of the country in 2 phases: Before 1986 and after 1986,0.0439,62.2955,62.3394,0.0,526.2344,8.44,58.4705,2025-11-26 23:42:29
phi4-mini:3.8b,country_income,question_23,Analyze the trend of world's income inequality across region from 1967 to 2015.,0.0428,52.7664,52.8092,0.0,458.4302,8.68,50.9367,2025-11-26 23:43:22
phi4-mini:3.8b,country_income,question_24,Does higher gdp per capita posiviely correlated with high income inequality? Explain possible reasons,0.0429,48.053,48.0959,0.0,496.4199,10.32,55.1577,2025-11-26 23:44:11
